IDOld	IDNew	total_exons	total_isoforms	strand	chr	name	gene	ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Type	IsoPsi2	IsoPsi1	FluxPsiG1	FluxPsiG2	ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p001	leafcutter_p_value	JumPmin	Type	IsoMajorPsiGroup1	IsoMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	logitRegP	TotalCountG1	TotalCountG2	ttestRegP
ASM8091	ASM8024	13	4	-	chr14	AL136419.6	ENSG00000260669	ASM8024	4	13	12485	10884	0.002461234	NA	NA	0.887529689	0.738803265	NA	NA	ASM8091	2	13	12485	10884	0.424592067	NA	NA	0.797	0.000334	1.18E-06	NA	0.947129518	0.957757391	NA	NA	NA	NA	0.999	0.999	NA	3.333333333	5.666666667	NA
ASM283	ASM284	4	2	+	chr1	TXLNA	ENSG00000084652	ASM284	2	4	5199	4593	0.002469604	0.149508853	NA	0.78865526	0.630794431	0.794136724	0.644627871	ASM283	2	4	5199	4593	0.002469604	0.149508853	NA	NA	NA	0.00812	NA	0.630794431	0.78865526	NA	NA	0.644627871	0.794136724	NA	NA	5.74E-10	223.6666667	255.3333333	0.001731219
ASM11745	ASM11650	13	21	+	chrX	SCML1	ENSG00000047634	ASM11650	5	13	3013	3261	0.002499013	0.129530898	NA	0.662684172	0.867107379	0.572013172	0.67567637	ASM11745	8	13	3018	3267	0.639594757	0.051256758	0.0412	0.928	NA	0.0471	NA	0.817282899	0.721247791	0.835	0.869333333	0.910936547	0.859679789	0.997	0.997	0.190888194	40.66666667	45.66666667	0.085528687
ASM3413	ASM3389	23	6	-	chr5	FYB	ENSG00000082074	ASM3389	6	23	1001	1464	0.002552824	0.49537037	NA	0.400973545	0.907191422	0.462962963	0.612373737	ASM3413	4	23	1001	1464	0.034248703	NA	0.00244	NA	NA	0.108	NA	0.407858612	0.705646144	0.875	0.7915	NA	NA	NA	NA	NA	9.666666667	5	NA
ASM8132	ASM8065	23	53	+	chr14	KIAA0391	ENSG00000258790	ASM8065	7	23	35165	37073	0.002577793	0.016708438	NA	0.780514652	0.658215465	0.983291562	1	ASM8132	11	23	34778	36756	0.138914681	NA	0.42	0.978	0.00907	0.000241	NA	0.751235485	0.81059042	0.8565	0.832166667	NA	NA	1	1	NA	0.666666667	0	NA
ASM6745	ASM6675	6	4	-	chr11	APIP	ENSG00000149089	ASM6675	4	6	1795	2202	0.002582713	0.065688688	NA	0.684310425	0.752277322	0.66473057	0.611995115	ASM6745	4	6	1795	2202	0.002582713	0.065688688	3.88E-05	0.991	0.381	0.000581	NA	0.65695335	0.643777629	0.815333333	0.822166667	0.611995115	0.66473057	0.892	0.978	8.77E-05	186	154.3333333	0.074891889
ASM8850	ASM8767	3	2	+	chr16	RP11-304L19.1	ENSG00000259933	ASM8767	2	3	210	107	0.002592493	NA	NA	0.844173279	0.35522199	NA	NA	ASM8850	2	3	210	107	0.002592493	NA	NA	NA	NA	0.141	NA	0.35522199	0.844173281	NA	NA	NA	NA	NA	NA	NA	5.666666667	12	NA
ASM7199	ASM7121	42	22	-	chr11	NFRKB	ENSG00000170322	ASM7121	5	42	18091	22879	0.002608126	NA	NA	0.463446096	0.463227161	NA	NA	ASM7199	13	42	17921	22757	0.309302077	0.078489433	5.51E-07	0.998	0.0768	0.000868	NA	0.654301885	0.615811881	0.680222222	0.801333333	0.514508757	0.538406214	0.998	0.999	0.005953798	82	74.66666667	0.00642877
ASM7540	ASM7469	3	2	-	chr12	MDM1	ENSG00000111554	ASM7469	2	3	184	171	0.002609268	0.228265879	SE	0.588828404	0.993734304	0.572303922	0.800569801	ASM7540	2	3	184	171	0.002609268	NA	1.43E-09	NA	NA	NA	SE	0.993734299	0.588828401	1	0.634333333	NA	NA	NA	NA	0.02772332	16.33333333	14.33333333	0.011671698
ASM1425	ASM1426	17	152	-	chr2	MEMO1	ENSG00000162959	ASM1426	4	17	6884	8304	0.002650648	0.007489463	NA	0.963603731	0.889819771	0.783992744	0.783181689	ASM1425	13	17	7208	8587	0.334403572	0.005921201	0.0291	0.98	0.222	0.00196	NA	0.653652877	0.727914021	0.924333333	0.939933333	0.79222806	0.786912648	0.999	0.999	0.800589799	262.3333333	234.3333333	0.848155046
ASM6424	ASM6357	6	3	-	chr10	RBP4	ENSG00000138207	ASM6357	3	6	9366	338	0.0026906	0.043041322	NA	0.543609999	0.601004237	0.596243458	0.590256644	ASM6424	3	6	9366	338	0.0026906	0.043041322	NA	0.867	NA	NA	NA	0.601004237	0.543609999	NA	NA	0.590256644	0.596243458	0.54	0.463	0.390337915	30.66666667	1024	0.438665947
ASM2067	ASM2063	10	17	-	chr2	TUBA4A	ENSG00000127824	ASM2063	4	10	1580	8721	0.002691637	0.036799599	NA	0.587889218	0.615632464	0.93382382	0.914705882	ASM2067	13	10	1609	8860	0.000440561	0.036799599	0.337	0.915	0.0165	0.0784	NA	0.816021204	0.834158999	0.648	0.610666667	0.914705882	0.93382382	0.985	0.978	0.00065054	467.3333333	85	0.204412585
ASM11310	ASM11218	43	7	+	chr21	DOPEY2	ENSG00000142197	ASM11218	7	43	19433	11575	0.002721409	0.010986976	NA	0.740575904	0.818143971	0.958113815	0.969100792	ASM11310	6	43	19433	11575	0.000191292	0.044812957	NA	0.997	0.314	0.00107	NA	0.417683405	0.26573299	NA	NA	0.82128634	0.776473384	0.861	0.978	0.211029388	59.33333333	103	0.029435012
ASM8106	ASM8039	11	16	-	chr14	NOVA1	ENSG00000139910	ASM8039	3	11	1485	162	2.75E-03	0.408525754	NA	0.450165214	0.750901886	0.33968254	0.628490957	ASM8106	7	11	1533	162	0.003153966	NA	1	NA	NA	0.000403	NA	0.344922486	0.719284011	0.976	1	NA	NA	NA	NA	NA	0	4.666666667	NA
ASM9185	ASM9093	10	5	-	chr16	FA2H	ENSG00000103089	ASM9093	5	10	43	2614	0.002773588	0.17979798	NA	0.989433001	0.353304613	0.957575758	0.777777778	ASM9185	5	10	43	2614	0.002773588	0.17979798	NA	NA	NA	NA	NA	0.101276331	0.810220717	NA	NA	0.777777778	0.957575758	NA	NA	0.008271026	50.33333333	1.666666667	0.505150882
ASM8586	ASM8509	4	2	+	chr15	RP11-430B1.2	ENSG00000259577	ASM8509	2	4	786	381	0.002802941	NA	NA	0.978874238	0.83543635	NA	NA	ASM8586	2	4	786	381	0.002802941	NA	NA	NA	NA	NA	NA	0.83543635	0.978874238	NA	NA	NA	NA	NA	NA	NA	2	8.333333333	NA
ASM8128	ASM8061	9	5	-	chr14	RP11-85K15.2	ENSG00000258704	ASM8061	5	9	230	54	0.002807495	0.471929825	NA	0.929821996	0.400423965	0.866666667	0.394736842	ASM8128	3	9	230	54	0.00075234	NA	NA	NA	NA	NA	NA	0.206552153	0.891248721	NA	NA	NA	NA	NA	NA	0.019201635	3.666666667	18.66666667	0.055469699
ASM1985	ASM1989	21	299	-	chr2	PPIL3	ENSG00000240344	ASM1989	4	21	2157	1933	0.00280825	0.013587133	NA	0.499937843	0.339578158	0.883771052	0.885291943	ASM1985	17	21	2313	2068	0.009408781	NA	0.000287	0.982	0.00126	0.0188	NA	0.339045581	0.467964211	0.883481481	0.880925926	NA	NA	0.989	0.993	NA	0.333333333	1.333333333	NA
ASM10431	ASM10335	11	15	-	chr19	MEF2BNB	ENSG00000254901	ASM10335	6	11	3269	3515	0.002811933	0	NA	0.494167562	0.604984308	1	1	ASM10431	8	11	3269	3515	NA	0	NA	0.943	0.0103	0.000134	NA	NA	NA	NA	NA	1	1	0.997	0.998	0.999999472	60	55.33333333	NA
ASM844	ASM847	5	3	+	chr1	EFNA3	ENSG00000143590	ASM847	3	5	642	1252	0.002820905	0.073410275	NA	0.350801504	0.529756939	0.840918722	0.814037814	ASM844	3	5	642	1252	0.002820905	0.073410275	NA	0.696	NA	0.907	NA	0.529756939	0.350801504	NA	NA	0.814037814	0.840918722	0.904	0.912	0.389398588	20	11	0.160886765
ASM11181	ASM11090	25	45	+	chr20	STX16-NPEPL1	ENSG00000254995	ASM11090	8	25	19911	9086	0.002827912	NA	NA	0.503980482	0.857289911	NA	NA	ASM11181	2	25	19504	8914	0.797911227	NA	NA	1	0.00813	7.31E-06	NA	0.953969097	0.961288977	NA	NA	NA	NA	0.999	0.998	NA	3	9.666666667	NA
ASM8879	ASM8794	12	16	-	chr16	HCFC1R1	ENSG00000103145	ASM8794	4	12	4245	2781	0.002835084	0.091752452	NA	0.71972904	0.841642686	0.499743829	0.564354835	ASM8879	9	12	4307	2793	6.55E-05	0.091752452	0.0704	1	0.00473	0.0091	NA	0.803240713	0.719764942	0.767833333	0.7635	0.564354835	0.499743829	0.949	0.965	0.034172902	62.33333333	133.3333333	0.088594871
ASM10958	ASM10868	41	15	+	chr20	PLCB1	ENSG00000182621	ASM10868	4	41	2307	1015	0.002880939	0.087918136	NA	0.59046584	0.407018608	0.617826618	0.705744754	ASM10958	8	41	2368	1060	NA	0.169177682	0.11	NA	NA	0.525	NA	NA	NA	0.7	0.566666667	0.491685247	0.534920635	NA	NA	0.042123386	15	24.33333333	0.015081946
ASM3104	ASM3083	16	25	-	chr4	FAM175A	ENSG00000163322	ASM3083	3	16	2764	1688	0.002888846	0.036394909	NA	0.572991962	0.418819572	0.868003342	0.86022409	ASM3104	9	16	2951	1770	0.375305354	NA	4.41E-05	0.876	NA	0.0447	NA	0.555484748	0.545816874	0.872666667	0.977	NA	NA	0.976	0.991	NA	1.333333333	1	NA
ASM1673	ASM1675	6	3	+	chr2	INPP4A	ENSG00000040933	ASM1675	3	6	1171	1835	0.002918046	0.3236393	NA	0.741564477	0.357704258	0.692201173	0.368561873	ASM1673	3	6	1171	1835	0.002918046	0.3236393	2.91E-07	1	0.000421	0.00169	NA	0.346768435	0.72415002	0.673333333	0.749666667	0.368561873	0.692201173	0.345	0.724	3.59E-12	96.33333333	67.66666667	0.013428335
ASM11024	ASM10932	6	3	-	chr20	COMMD7	ENSG00000149600	ASM10932	3	6	8362	5699	0.002934124	0.081037674	NA	0.863647337	0.949266441	0.876801547	0.955856002	ASM11024	3	6	8362	5699	0.002934124	0.081037674	NA	0.995	NA	0.00011	NA	0.532197811	0.50258476	NA	NA	0.955856002	0.876801547	0.974	0.895	1.09E-08	184	308.3333333	0.000144423
ASM6475	ASM6411	7	3	-	chr10	LDB1	ENSG00000198728	ASM6411	3	7	3252	2966	0.002996599	0.163448273	NA	0.709170037	0.549109132	0.727514237	0.564065964	ASM6475	3	7	3252	2966	0.002996599	0.163448273	NA	1	0.00467	0.0062	NA	0.364553202	0.448707208	NA	NA	0.564065964	0.727514237	0.519	0.764	1.59E-06	128	143.6666667	0.003662417
ASM423	ASM426	15	57	+	chr1	NSUN4	ENSG00000117481	ASM426	6	15	3283	3957	0.00300462	0.117199304	NA	0.548938221	0.624359954	0.341702742	0.403654189	ASM423	12	15	3336	4024	0.609769008	NA	0.577	0.918	0.021	0.0247	NA	0.698547302	0.760524934	0.819333333	0.823333333	NA	NA	0.859	0.937	NA	0	0	NA
ASM7574	ASM7501	9	7	-	chr12	CCDC59	ENSG00000133773	ASM7501	7	9	5085	8724	0.003005601	0	NA	0.588418693	0.717978265	1	1	ASM7574	7	9	5085	8724	0.003005601	0	NA	0.999	0.00304	0.0344	NA	0.847694311	0.84809731	NA	NA	1	1	0.922	0.923	0.999997023	226.3333333	147	NA
ASM11543	ASM11449	14	12	+	chr22	GCAT	ENSG00000100116	ASM11449	4	14	1927	2620	0.003015758	0.054990269	NA	0.646116945	0.565259384	0.812661095	0.757670826	ASM11543	6	14	1938	2636	0.052157905	0.054990269	0.843	0.824	0.0504	0.0565	NA	0.52253692	0.645106503	0.952833333	1	0.757670826	0.812661095	0.995	0.998	0.213515156	63.66666667	52	0.174013928
ASM165	ASM164	27	72	-	chr1	TMCO4	ENSG00000162542	ASM164	4	27	5561	3579	0.003026833	0.100700746	NA	0.521366959	0.679066463	0.537835249	0.437134503	ASM165	14	27	5647	3628	0.013526765	NA	0.000158	1	0.000622	0.000427	NA	0.487096271	0.443538844	0.849333333	0.787	NA	NA	0.966	0.994	NA	6	9.333333333	NA
ASM11854	ASM11760	18	4	-	chrX	FAM120C	ENSG00000184083	ASM11760	4	18	5998	2743	0.003032035	0.204233243	NA	0.729805781	0.85817208	0.615686275	0.819919517	ASM11854	4	18	5998	2743	0.001935623	0.204233243	NA	0.711	NA	0.642	NA	0.785674461	0.576475334	NA	NA	0.819919517	0.615686275	0.954	0.919	0.000187664	33	64.66666667	0.001845384
ASM8815	ASM8734	12	10	-	chr16	FBXL16	ENSG00000127585	ASM8734	10	12	249	2616	0.003047669	0.252329333	NA	0.41977336	0.28847798	0.331616983	0.361111111	ASM8815	6	12	249	2616	2.05E-05	0.280710835	NA	NA	NA	0.00953	NA	0.122275606	0.518899569	NA	NA	0.444444444	0.494133885	NA	NA	0.052810723	25	3	0.019378576
ASM8440	ASM8374	4	2	+	chr15	MKRN3	ENSG00000179455	ASM8374	2	4	20	343	0.003052587	NA	NA	NA	NA	NA	NA	ASM8440	2	4	20	343	0.003052587	NA	NA	NA	NA	NA	NA	0.993635396	0.264388212	NA	NA	NA	NA	NA	NA	NA	6.666666667	1.333333333	NA
ASM6365	ASM6297	8	13	-	chr10	RP11-773D16.1	ENSG00000225484	ASM6297	3	8	5213	5315	0.003072191	0.078331457	NA	0.803719551	0.876763883	0.599304384	0.677635841	ASM6365	11	8	5323	5434	0.00757186	0.078331457	0.00334	1	0.000325	0.00171	NA	0.682065645	0.545997275	0.799222222	0.792	0.677635841	0.599304384	0.992	0.997	3.03E-06	563.3333333	573.6666667	0.184789822
ASM7043	ASM6965	23	24	+	chr11	PCF11	ENSG00000165494	ASM6965	3	23	12722	16054	0.003116219	0.088666001	NA	0.559194077	0.519732781	0.430500994	0.384965163	ASM7043	7	23	12836	16135	0.01504643	0.193707788	1.70E-08	1	0.251	0.00184	NA	0.230014193	0.27508988	0.787	0.967666667	0.411909338	0.605617126	0.791	0.96	0.023586117	19.33333333	27	0.061342864
ASM11344	ASM11252	6	5	-	chr21	WDR4	ENSG00000160193	ASM11252	5	6	851	1486	0.003141371	NA	NA	0.968643101	0.976662131	NA	NA	ASM11344	5	6	851	1486	0.003141371	NA	NA	0.722	NA	0.0709	NA	0.944500412	0.820260719	NA	NA	NA	NA	0.981	0.961	NA	9.666666667	6.333333333	NA
ASM3243	ASM3222	15	26	-	chr4	NR3C2	ENSG00000151623	ASM3222	6	15	3523	446	0.003145267	0.055555556	NA	0.979196112	0.607544293	0.777777778	0.722222222	ASM3243	7	15	3542	450	0.459960202	NA	0.000313	NA	NA	0.112	NA	0.573220252	0.353721624	0.791333333	1	NA	NA	NA	NA	0.807054846	1.666666667	27.33333333	0.9811367
ASM8101	ASM8034	27	187	+	chr14	NFATC4	ENSG00000100968	ASM8034	6	27	3	5066	0.003153794	0.246965051	NA	NA	NA	0.486981522	0.666666667	ASM8101	15	27	5	5218	0	0.333333333	NA	NA	NA	0.15	NA	0.192825036	0.698927656	NA	NA	0.666666667	1	NA	NA	0.999999948	36.33333333	0.666666667	1
ASM1409	ASM1412	7	6	-	chr2	SUPT7L	ENSG00000119760	ASM1412	6	7	8025	6836	0.003189312	NA	NA	0.889736957	0.794947581	NA	NA	ASM1409	4	7	8025	6836	3.86E-05	NA	0.704	0.974	0.542	7.07E-06	NA	0.642897446	0.706255256	0.695	0.740666667	NA	NA	0.999	0.998	NA	4	1	NA
ASM60	ASM56	18	39	-	chr1	ACOT7	ENSG00000097021	ASM56	2	18	45234	36205	0.003191717	0.083890244	NA	0.974070903	0.900167796	0.934204292	0.850314049	ASM60	10	18	45812	36463	3.56E-06	0.010816386	1	1	0.000279	9.36E-12	NA	0.827484563	0.920631032	0.995666667	0.994333333	0.983380023	0.994196409	0.998	0.998	0.000450507	804.6666667	979	0.001494046
ASM8691	ASM8614	17	62	+	chr15	UBE2Q2	ENSG00000140367	ASM8614	3	17	4883	3473	0.003217755	0.192532413	NA	0.851449819	0.707544806	0.865220836	0.672688423	ASM8691	10	17	4984	3518	NA	0.132714202	1.04E-08	0.999	0.000974	0.000234	NA	NA	NA	0.780333333	0.933	0.773683104	0.906397306	0.998	0.997	9.13E-06	96.33333333	131	0.003638567
ASM2667	ASM2652	17	30	+	chr3	ATP1B3	ENSG00000069849	ASM2652	3	17	6697	5952	0.003234259	0.053168477	NA	0.897102442	0.849506154	0.562470952	0.553241188	ASM2667	11	17	7090	6254	0.000609976	0.010136452	1	0.833	0.134	0.00363	NA	0.367826323	0.388019018	0.9785	0.978833333	0.781798246	0.773976608	0.999	0.999	0.765184404	109.6666667	146.6666667	0.852139464
ASM9604	ASM9525	21	41	+	chr17	DBF4B	ENSG00000161692	ASM9525	4	21	3370	5540	0.003245108	0.206287543	NA	0.754257979	0.790090884	0.512650221	0.370455123	ASM9604	9	21	3403	5575	0.27807127	0.337037037	0.4	0.813	NA	0.0211	NA	0.411008252	0.414012838	0.923777778	0.915666667	0.462962963	0.8	0.995	0.997	0.005561036	11.33333333	10.33333333	0.018144543
ASM3504	ASM3480	4	3	+	chr5	GTF2H2C	ENSG00000183474	ASM3480	3	4	300	329	0.003263514	0.136947366	NA	0.417885501	0.56517496	0.778491416	0.827570168	ASM3504	3	4	300	329	0.003263514	0.136947366	1.63E-08	1	NA	0.00233	NA	0.565174958	0.417885501	0.7905	0.757166667	0.827570168	0.778491416	0.951	0.974	1.06E-05	72	82.66666667	0.021584642
ASM1857	ASM1857	17	8	+	chr2	PSMD14	ENSG00000115233	ASM1857	8	17	21654	35420	0.003287263	0.001518141	NA	0.971666159	0.965662019	0.997054104	0.997380598	ASM1857	6	17	21654	35420	0.090363	0.001517574	NA	0.61	NA	NA	NA	0.696473974	0.744900936	NA	NA	0.997380598	0.997892582	0.999	1	0.184368512	790.6666667	512.6666667	0.07177667
ASM10798	ASM10707	3	2	+	chr19	CACNG6	ENSG00000130433	ASM10707	2	3	137	44	0.003326913	NA	NA	0.364060816	0.994054844	NA	NA	ASM10798	2	3	137	44	0.003326913	NA	1	NA	NA	NA	NA	0.994054845	0.364060813	1	0.611	NA	NA	NA	NA	NA	3.666666667	11.33333333	NA
ASM10371	ASM10275	20	49	-	chr19	WIZ	ENSG00000011451	ASM10275	6	20	25810	20341	0.003348255	0.030416719	NA	0.692967248	0.65278099	0.596578728	0.574223943	ASM10371	11	20	25875	20389	0.000503512	0.035410563	0.282	0.756	0.918	0.00127	NA	0.475077279	0.52622349	0.701	0.724444444	0.666902588	0.682017116	0.936	0.96	0.984596617	177	235.3333333	0.041014551
ASM9435	ASM9357	6	5	-	chr17	TMEM11	ENSG00000178307	ASM9357	5	6	1996	9351	0.003403575	0.015750468	NA	0.729808834	0.778746436	0.68479593	0.670868903	ASM9435	5	6	1996	9351	0.003403575	0.015750468	0.139	0.793	0.313	0.284	NA	0.65968072	0.584188674	0.978222222	0.961666667	0.670868903	0.68479593	0.998	1	0.170156678	574	138.6666667	0.061038929
ASM12047	ASM11955	7	8	-	chrX	PLAC1	ENSG00000170965	ASM11955	8	7	111	314	0.003451837	0.173884819	NA	0.422960987	0.893235471	0.425982906	0.599867725	ASM12047	4	7	111	314	0.000186233	0.173884819	9.43E-05	NA	NA	0.0177	NA	0.388563407	0.384375945	0.895	0.571	0.599867725	0.425982906	NA	NA	0.087129816	26	8	0.431601214
ASM9864	ASM9778	3	2	+	chr17	ENGASE	ENSG00000167280	ASM9778	2	3	808	1261	0.003480128	0.023839886	SE	0.996925836	0.86024698	0.97163415	0.947794264	ASM9864	2	3	808	1261	0.003480128	NA	0.0687	0.874	NA	NA	SE	0.860246981	0.996925836	0.915	1	NA	NA	0.909	0.996	0.331480765	67	38.66666667	0.268930393
ASM1167	ASM1169	3	2	+	chr1	RP11-400N13.2	ENSG00000228437	ASM1169	2	3	83	1153	0.003481087	0.356566233	SE	0.962590914	0.444867595	0.939899566	0.583333333	ASM1167	2	3	83	1153	0.003481087	NA	9.67E-06	NA	NA	4.26E-06	SE	0.444867595	0.962590914	0.525	0.959333333	NA	NA	NA	NA	8.03E-07	128.3333333	7.333333333	0.061578568
ASM2447	ASM2433	3	2	+	chr3	FLNB	ENSG00000136068	ASM2433	2	3	16840	20860	0.003483317	0.160403443	SE	0.494412677	0.665152654	0.480084104	0.640487546	ASM2447	2	3	16840	20860	0.003483317	0.160403443	5.95E-13	1	6.36E-07	5.13E-07	SE	0.665152654	0.494412677	0.654333333	0.523333333	0.640487546	0.480084104	0.655	0.507	7.92E-54	1595.333333	1451.333333	0.000690244
ASM5547	ASM5490	21	103	-	chr8	FBXL6	ENSG00000182325	ASM5490	4	21	14518	28300	0.003492667	0.168026757	NA	0.675214914	0.534244719	0.792757556	0.960784314	ASM5547	10	21	15085	29333	0.168909325	0.012820513	1	0.778	NA	6.50E-06	NA	0.684918211	0.671545053	0.986777778	0.979444444	1	0.987179487	0.998	0.999	0.999997439	23.66666667	15	0.422649731
ASM5824	ASM5764	5	3	+	chr9	ZNF189	ENSG00000136870	ASM5764	3	5	2250	2057	0.003498795	0.08297169	NA	0.326066708	0.594104001	0.448561704	0.466068376	ASM5824	3	5	2250	2057	0.003498795	0.08297169	0.0182	NA	NA	0.0524	NA	0.594104001	0.326066711	0.778	0.504666667	0.466068376	0.448561704	NA	NA	0.287437355	23	25	0.15566742
ASM1019	ASM1022	4	2	-	chr1	RNASEL	ENSG00000135828	ASM1022	2	4	266	416	0.003515042	NA	NA	0.957168645	0.824376444	NA	NA	ASM1019	2	4	266	416	0.003515042	NA	NA	NA	NA	NA	NA	0.824376444	0.957168645	NA	NA	NA	NA	NA	NA	NA	5.333333333	5	NA
ASM9328	ASM9241	20	130	-	chr17	DERL2	ENSG00000072849	ASM9241	8	20	3806	2935	0.003557519	0.070905625	NA	0.38185204	0.478073115	0.595330826	0.551031551	ASM9328	17	20	3937	3002	0.000742681	0.064432674	0.0415	0.999	0.0262	0.000996	NA	0.561458269	0.588682257	0.8605	0.882833333	0.563781954	0.628214628	0.991	0.997	0.023944195	169.6666667	230	0.079010367
ASM10202	ASM10100	16	2	-	chr19	SEMA6B	ENSG00000167680	ASM10100	2	16	1477	3272	0.003557965	0.105555556	NA	0.998031048	0.934251383	1	0.894444444	ASM10202	2	16	1477	3272	0.003557965	NA	NA	NA	0.357	NA	NA	0.934251383	0.998031048	NA	NA	NA	NA	NA	NA	0.987653157	20.66666667	13	0.076188387
ASM5106	ASM5066	3	2	+	chr7	ACTR3B	ENSG00000133627	ASM5066	2	3	503	480	0.003598436	0.0879981	SE	0.858333366	0.991439635	0.897469101	0.985467201	ASM5106	2	3	503	480	0.003598436	0.0879981	1.04E-07	0.963	NA	7.74E-06	SE	0.991439635	0.858333366	0.995333333	0.877666667	0.985467201	0.897469101	0.996	0.897	0.00102216	68	69	0.029319329
ASM2425	ASM2411	7	5	+	chr3	PRKCD	ENSG00000163932	ASM2411	5	7	2755	4653	0.003612558	0.088063063	NA	0.925846011	0.939917601	0.911936937	1	ASM2425	5	7	2755	4653	0.003612558	0.088063063	0.12	0.815	0.726	0.151	NA	0.698677867	0.655328756	0.755166667	0.762	1	0.911936937	0.999	0.999	0.999997167	38	16	0.013088722
ASM8172	ASM8110	3	2	-	chr14	NIN	ENSG00000100503	ASM8110	2	3	9310	7900	0.003616546	0.130670556	SE	0.46082027	0.640410245	0.506148335	0.636818891	ASM8172	2	3	9310	7900	0.003616546	0.130670556	3.03E-10	1	0.000142	3.65E-06	SE	0.640410245	0.46082027	0.701333333	0.546	0.636818891	0.506148335	0.719	0.483	2.49E-05	139.6666667	205.3333333	0.026186183
ASM1641	ASM1643	6	4	-	chr2	LINC00342	ENSG00000232931	ASM1643	4	6	3491	409	0.003635557	0.154278212	NA	0.999206717	0.849441199	1	0.845721788	ASM1641	2	6	3491	409	0.001759294	0.154278212	NA	NA	NA	0.202	NA	0.85526762	0.994273951	NA	NA	0.845721788	1	NA	NA	0.999116196	6	62	0.010295828
ASM1120	ASM1122	8	5	+	chr1	CD55	ENSG00000196352	ASM1122	5	8	62042	3725	3.64E-03	0.064067553	NA	0.567349026	0.547986287	0.513774477	0.449706924	ASM1120	5	8	62042	3725	0.00364493	0.064067553	0.00129	0.849	0.0157	0.0138	NA	0.459646107	0.589938565	0.893	0.937	0.449706924	0.513774477	1	0.999	0.000230905	251.3333333	4321.333333	0.117279099
ASM1310	ASM1311	20	223	-	chr2	ITGB1BP1	ENSG00000119185	ASM1311	5	20	7162	6641	0.003641734	0.140573171	NA	0.777260038	0.651331987	0.299470603	0.440043773	ASM1310	17	20	7553	6939	0.004733714	NA	0.000119	1	7.76E-05	0.00416	NA	0.316065736	0.325762744	0.796466667	0.810966667	NA	NA	0.996	0.999	0.992151596	62	63	0.422649731
ASM10662	ASM10573	4	3	+	chr19	C19orf83	ENSG00000267757	ASM10573	3	4	294	139	0.003678083	NA	NA	0.405371822	0.812031917	NA	NA	ASM10662	3	4	294	139	0.003678083	NA	NA	NA	NA	NA	NA	0.812031917	0.405371822	NA	NA	NA	NA	NA	NA	NA	4	5	NA
ASM4347	ASM4323	5	3	+	chr6	CENPW	ENSG00000203760	ASM4323	3	5	2619	3922	0.003693909	0.09104573	NA	0.625234043	0.739355695	0.572775391	0.663821122	ASM4347	3	5	2619	3922	0.003693909	0.09104573	6.22E-05	0.975	0.00219	0.0441	NA	0.737447391	0.605068252	0.815166667	0.697333333	0.663821122	0.572775391	0.723	0.592	0.000527157	273	198.3333333	0.004314761
ASM6402	ASM6336	3	2	+	chr10	IFIT3	ENSG00000119917	ASM6336	2	3	12052	7450	0.003730927	0.168870405	NA	0.907081458	0.725687513	0.864916067	0.696045662	ASM6402	2	3	12052	7450	0.003730927	0.168870405	NA	0.998	0.00259	0.000312	NA	0.725687514	0.907081458	NA	NA	0.696045662	0.864916067	0.732	0.905	2.97E-07	94	163	0.034631232
ASM2676	ASM2661	32	15	-	chr3	PLOD2	ENSG00000152952	ASM2661	2	32	7588	38254	0.003753236	0	NA	0.948323982	0.853332121	1	1	ASM2676	12	32	7738	38874	4.44E-16	0	0	1	1.76E-08	1.77E-14	NA	0.297190038	0.687914864	0.914333333	0.828333333	1	1	0.998	0.991	0.999983564	50.66666667	10.66666667	NA
ASM1631	ASM1633	10	15	-	chr2	AC027612.6	ENSG00000143429	ASM1633	7	10	14833	5198	0.003757289	0.053681301	NA	0.491491591	0.5846235	0.371238046	0.391452797	ASM1631	13	10	15109	5321	9.35E-05	0.053681301	NA	0.975	0.0345	0.112	NA	0.398983551	0.300102919	NA	NA	0.391452797	0.371238046	0.894	0.898	0.002245433	274.6666667	878.6666667	0.113273221
ASM4307	ASM4285	19	18	-	chr6	SESN1	ENSG00000080546	ASM4285	2	19	1666	1213	0.003759164	0.260041363	NA	0.83306692	0.995089901	0.685294118	0.94533548	ASM4307	6	19	1696	1232	0.038454246	NA	NA	NA	NA	NA	NA	0.461882225	0.438243232	NA	NA	NA	NA	NA	NA	NA	2	1.333333333	NA
ASM8449	ASM8384	24	63	+	chr15	APBA2	ENSG00000034053	ASM8384	5	24	13903	5867	0.003778057	0.251491606	NA	0.543857471	0.538513755	0.59122807	0.842719676	ASM8449	10	24	14061	5921	0.795798159	NA	0.161	0.874	0.774	0.105	NA	0.532938585	0.48163479	0.797111111	0.782777778	NA	NA	0.998	0.996	0.999980654	7.666666667	50.33333333	1
